paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
JRSSB_2024_1545,Interpretable discriminant analysis for functional data supported on random nonlinear domains with an application to Alzheimer’s disease,JRSSB,2024,"Seattle University | University of California, Irvine | University of Washington",Statistical Methods and Inference,1,67.520315,0.0215,0.2474
JRSSB_2026_1546,Autoregressive networks with dependent edges,JRSSB,2026,Academy of Mathematics and Systems Science | London School of Economics and Political Science | McGill University | Southwestern University of Finance and Economics | The University of Sydney | University of Waterloo,Neural Networks Stability and Synchronization,1,0.1582859999999999,0.0261,0.5193
JRSSB_2024_1551,"Repulsion, chaos, and equilibrium in mixture models",JRSSB,2024,"Agency for Science, Technology and Research | IE University | National University Health System | National University of Singapore | Singapore Institute for Clinical Sciences",Stochastic processes and statistical mechanics,1,70.941018,0.0732,0.2107
JRSSB_2024_1552,Dynamic modelling of sparse longitudinal data and functional snippets with stochastic differential equations,JRSSB,2024,"University of California, Davis",Statistical Methods and Inference,1,76.032161,0.1313,0.2244
JRSSB_2025_1554,Augmented balancing weights as linear regression,JRSSB,2025,"Ghent University | Johns Hopkins University | Stanford University | University of California, Berkeley",Statistical Methods and Inference,1,86.330691,0.1159,0.2287
JRSSB_2025_1555,Covariate-assisted bounds on causal effects with instrumental variables,JRSSB,2025,Carnegie Mellon University | University of Pennsylvania,Advanced Causal Inference Techniques,1,86.95725800000001,0.0975,0.3876
JRSSB_2025_1556,Least squares for cardinal paired comparisons data,JRSSB,2025,Indian Institute of Technology Delhi | University of Haifa | University of Piraeus,Advanced Statistical Methods and Models,1,88.187174,0.377,0.3432
JRSSB_2025_1557,Semiparametric localized principal stratification analysis with continuous strata,JRSSB,2025,Indiana University Bloomington | North Carolina State University,Statistical Methods and Inference,1,88.19989,0.0407,0.4983
JRSSB_2025_1558,Optimal clustering by Lloyd’s algorithm for low-rank mixture model,JRSSB,2025,Hong Kong University of Science and Technology | University of Hong Kong,Tensor decomposition and applications,1,81.013746,0.056,0.4419
JRSSB_2025_1559,Identification and multiply robust estimation in causal mediation analysis across principal strata,JRSSB,2025,Yale University,Advanced Causal Inference Techniques,1,88.500827,0.2131,0.5411
JRSSB_2025_1560,Generalized universal inference on risk minimizers,JRSSB,2025,North Carolina State University,Statistical Methods and Inference,1,90.70487,0.1319,0.2973
JRSSB_2025_1561,Inference with Mondrian random forests,JRSSB,2025,Institute of Mathematical Statistics | Princeton University | University of Cambridge,Statistical Methods and Inference,1,91.764506,0.1931,0.1864
JRSSB_2025_1562,A new integrative learning framework for integrating multiple secondary outcomes into primary outcome analysis: a case study on liver health,JRSSB,2025,"Case Western Reserve University | Department of Public Health | Gilead Sciences (Australia) | Gilead Sciences (United States) | Penn State Milton S. Hershey Medical Center | University of Maryland, Baltimore",Statistical Methods and Inference,1,92.328233,0.0327,0.1283
JRSSB_2024_1563,Testing high-dimensional multinomials with applications to text analysis,JRSSB,2024,Harvard University | University of Pennsylvania,Data Mining Algorithms and Applications,2,72.265637,0.0701,0.5628
JRSSB_2025_1564,Representation of context-specific causal models with observational and interventional data,JRSSB,2025,KTH Royal Institute of Technology | Universidade do Porto,Bayesian Modeling and Causal Inference,1,0.01792,0.2432,0.26
JRSSB_2023_1571,Journal of the Royal Statistical Society: Series B (Statistical Methodology),JRSSB,2023,,Statistical Methods and Bayesian Inference,811,,0.2743,0.4105
JRSSB_2024_1572,Full-model estimation for non-parametric multivariate finite mixture models,JRSSB,2024,Centre National de la Recherche Scientifique | Centre de Recherche en Économie et Statistique | Institut de recherche mathématique de Rennes | Université de Rennes,Bayesian Methods and Mixture Models,0,0.1389679999999999,0.0976,0.2055
JRSSB_2024_1573,A stableness of resistance model for nonresponse adjustment with callback data,JRSSB,2024,National University of Singapore | Peking University,Survey Methodology and Nonresponse,0,0.198341,0.0608,0.1838
JRSSB_2024_1574,Long-term causal inference under persistent confounding via data combination,JRSSB,2024,Cornell University | ShangHai JiAi Genetics & IVF Institute | Stanford University | Tsinghua University,Advanced Causal Inference Techniques,0,0.29596,0.3078,0.286
JRSSB_2023_1575,Maxway CRT: improving the robustness of the model-X inference,JRSSB,2023,Columbia University | Harvard University,Gaussian Processes and Bayesian Inference,0,0.218742,0.0609,0.3242
JRSSB_2023_1635,Least squares estimation of a quasiconvex regression function,JRSSB,2023,National University of Singapore | Osaka City University | Osaka Health Science University | Texas A&M University | The University of Osaka | University of Florida,Statistical Methods and Inference,0,17.932073000000003,0.1927,0.3638
JRSSB_2023_1656,Optimal individualized treatment rule for combination treatments under budget constraints,JRSSB,2023,"Eli Lilly (United States) | Irvine University | University of California, Irvine",Advanced Causal Inference Techniques,0,19.557541,0.0465,0.1518
JRSSB_2025_1658,Sequential Monte Carlo testing by betting,JRSSB,2025,Carnegie Mellon University | University of Bremen,Statistical Methods in Clinical Trials,0,0.258551,0.1542,0.1909
JRSSB_2026_1674,Causal K-means clustering,JRSSB,2026,Carnegie Mellon University | Korea University | New Generation University College | Seoul National University,Bayesian Modeling and Causal Inference,0,0.175442,0.4551,0.3967
JRSSB_2025_1675,Scalable Bayesian inference for heat kernel Gaussian processes on manifolds,JRSSB,2025,Tsinghua University | University of Michigan,Gaussian Processes and Bayesian Inference,0,0.045141,0.0692,0.1748
JRSSB_2024_1708,Alignment and comparison of directed networks via transition couplings of random walks,JRSSB,2024,University of North Carolina at Chapel Hill | University of North Carolina at Charlotte,Graph Theory and Algorithms,0,13.951416,0.1008,0.146
JRSSB_2024_1709,Nonparametric estimation via partial derivatives,JRSSB,2024,"University of California, Los Angeles",Control Systems and Identification,0,15.971013,0.3128,0.4456
JRSSB_2026_1710,Byzantine-tolerant distributed learning of finite mixture models,JRSSB,2026,National University of Singapore | Renmin University of China | University of British Columbia,Machine Learning and ELM,0,0.21702,0.3077,0.2814
JRSSB_2024_1711,Multiscale scanning with nuisance parameters,JRSSB,2024,"Czech Academy of Sciences, Institute of Mathematics | Institute of Mathematics and Informatics | University of Göttingen | University of Würzburg",Cell Image Analysis Techniques,0,11.835036,0.1935,0.3296
JRSSB_2024_1714,Scalable couplings for the random walk Metropolis algorithm,JRSSB,2024,Lancaster University,Markov Chains and Monte Carlo Methods,0,23.247669,0.0797,0.3082
JRSSB_2025_1717,Augmentation invariant manifold learning,JRSSB,2025,University of Illinois Urbana-Champaign,Domain Adaptation and Few-Shot Learning,0,0.854936,0.2373,0.3865
JRSSB_2026_1718,Post-detection inference for sequential changepoint localization,JRSSB,2026,Carnegie Mellon University | Massachusetts Institute of Technology,Fault Detection and Control Systems,0,0.406544,0.2824,0.4369
JRSSB_2025_1719,Two-phase rejective sampling and its asymptotic properties,JRSSB,2025,"North Carolina State University | University of California, Berkeley",Survey Sampling and Estimation Techniques,0,2.877972,0.0844,0.5048
JRSSB_2025_1721,Bayesian penalized empirical likelihood and Markov Chain Monte Carlo sampling,JRSSB,2025,Academy of Mathematics and Systems Science | Chinese Academy of Sciences | Southwestern University of Finance and Economics | Temple University,Statistical Methods and Inference,0,4.310601,0.0401,0.495
JRSSB_2025_1722,Strong oracle guarantees for partial penalized tests of high-dimensional generalized linear models,JRSSB,2025,Oregon State University,Statistical Methods and Inference,0,5.268512,0.533,0.5268
JRSSB_2025_1723,SymmPI: predictive inference for data with group symmetries,JRSSB,2025,University of Pennsylvania | Washington University in St. Louis,Statistical Methods and Inference,0,9.371424,0.0765,0.2205
JRSSB_2025_1724,A statistical view of column subset selection,JRSSB,2025,Stanford University,Statistical Methods and Inference,0,10.375959,0.0639,0.4251
JRSSB_2025_1725,Bayesian mixture models with repulsive and attractive atoms,JRSSB,2025,Politecnico di Milano | University of Bergamo | University of Milano-Bicocca,Bayesian Methods and Mixture Models,0,4.827164,0.2874,0.4152
JRSSB_2025_1727,Goodness-of-fit tests for high-dimensional Gaussian graphical models via exchangeable sampling,JRSSB,2025,National University of Singapore,Statistical Methods and Inference,0,12.363837,0.2254,0.2934
JRSSB_2025_1730,Gaussianized Design Optimization for Covariate Balance in Randomized Experiments,JRSSB,2025,University of Chicago,Advanced Multi-Objective Optimization Algorithms,0,16.599108,0.1192,0.3283
JRSSB_2025_1732,Harmonized estimation of subgroup-specific treatment effects in randomized trials: the use of external control data,JRSSB,2025,Dana-Farber Cancer Institute | Harvard University | University of Minnesota,Advanced Causal Inference Techniques,0,17.020374999999998,0.0318,0.2695
JRSSB_2025_1733,Doubly robust conditional independence testing with generative neural networks,JRSSB,2025,"University of Illinois Urbana-Champaign | University of Maryland, College Park | Washington University in St. Louis",Fault Detection and Control Systems,0,26.808208,0.0594,0.2784
JRSSB_2025_1734,Principal stratification with continuous post-treatment variables: nonparametric identification and semiparametric estimation,JRSSB,2025,"Sun Yat-sen University | University of California, Berkeley",Advanced Causal Inference Techniques,0,17.483999,0.0739,0.5504
JRSSB_2025_1736,Efficient nonparametric estimators of discrimination measures with censored survival data,JRSSB,2025,University of Copenhagen,Statistical Methods and Inference,0,18.535159,0.035,0.2926
JRSSB_2025_1738,Multilayer random dot product graphs: estimation and online change point detection,JRSSB,2025,"Shanghai Optical Instrument Research Institute | The University of Texas at Austin | University of California, Los Angeles | University of Warwick",Tensor decomposition and applications,0,19.621343,0.4624,0.4438
JRSSB_2025_1739,Statistical ranking with dynamic covariates,JRSSB,2025,Hong Kong Polytechnic University | University of Kentucky | Zhejiang University,Statistical Methods and Bayesian Inference,0,18.907812,0.0476,0.3572
JRSSB_2025_1740,Online multivariate changepoint detection: leveraging links with computational geometry,JRSSB,2025,"AgroParisTech | Centre National de la Recherche Scientifique | Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement | Institut des Sciences des Plantes de Paris Saclay | Lancaster University | Université Paris-Saclay | Université d'Évry Val-d'Essonne",Statistical Methods and Inference,0,18.596684,0.1428,0.2133
JRSSB_2025_1741,Simplifying debiased inference via automatic differentiation and probabilistic programming,JRSSB,2025,University of Washington | University of Washington Applied Physics Laboratory,Bayesian Modeling and Causal Inference,0,12.313957,0.374,0.42
JRSSB_2025_1744,Inference of dependency knowledge graph for Electronic Health Records,JRSSB,2025,Harvard University | National University of Singapore | University of Chicago | University of Michigan,Artificial Intelligence in Healthcare,0,29.045611,0.4664,0.4883
JRSSB_2025_1745,Bayesian analysis of product feature allocation models,JRSSB,2025,University of Milano-Bicocca,Bayesian Methods and Mixture Models,0,13.627463,0.1182,0.2809
